"cve","repo","cve_time","cwe_id","cwe","patch num","commit list","desc","cwe_type","commit"
"CVE-2022-36012","tensorflow_tensorflow","2022/07/15","CWE-617","[('CWE-617', 'Reachable Assertion')]","1","ad069af92392efee1418c48ff561fd3070a03d7b","TensorFlow is an open source platform for machine learning. When `mlir::tfg::ConvertGenericFunctionToFunctionDef` is given empty function attributes, it crashes. We have patched the issue in GitHub commit ad069af92392efee1418c48ff561fd3070a03d7b. The fix will be included in TensorFlow 2.10.0. We will also cherrypick this commit on TensorFlow 2.9.1, TensorFlow 2.8.1, and TensorFlow 2.7.2, as these are also affected and still in supported range. There are no known workarounds for this issue.","Reachable Assertion","ad069af92392efee1418c48ff561fd3070a03d7b"
"CVE-2022-36015","tensorflow_tensorflow","2022/07/15","CWE-190","[('CWE-190', 'Integer Overflow or Wraparound')]","1","37e64539cd29fcfb814c4451152a60f5d107b0f0","TensorFlow is an open source platform for machine learning. When `RangeSize` receives values that do not fit into an `int64_t`, it crashes. We have patched the issue in GitHub commit 37e64539cd29fcfb814c4451152a60f5d107b0f0. The fix will be included in TensorFlow 2.10.0. We will also cherrypick this commit on TensorFlow 2.9.1, TensorFlow 2.8.1, and TensorFlow 2.7.2, as these are also affected and still in supported range. There are no known workarounds for this issue.","Integer Overflow or Wraparound","37e64539cd29fcfb814c4451152a60f5d107b0f0"
"CVE-2011-3941","FFmpeg_FFmpeg","2011/10/01","CWE-119","[('CWE-119', 'Improper Restriction of Operations within the Bounds of a Memory Buffer')]","1","c77be3a35a0160d6af88056b0899f120f2eef38e","The decode_mb function in libavcodec/error_resilience.c in FFmpeg before 0.10 allows remote attackers to have an unspecified impact via vectors related to an uninitialized block index, which triggers an out-of-bounds write.","Improper Restriction of Operations within the Bounds of a Memory Buffer","c77be3a35a0160d6af88056b0899f120f2eef38e"
"CVE-2011-4579","FFmpeg_FFmpeg","2011/11/29","CWE-119","[('CWE-119', 'Improper Restriction of Operations within the Bounds of a Memory Buffer')]","1","6e24b9488e67849a28e64a8056e05f83cf439229","The svq1_decode_frame function in the SVQ1 decoder (svq1dec.c) in libavcodec in FFmpeg 0.5.x before 0.5.7, 0.6.x before 0.6.4, 0.7.x before 0.7.9, and 0.8.x before 0.8.8; and in Libav 0.5.x before 0.5.6, 0.6.x before 0.6.4, and 0.7.x before 0.7.3 allows remote attackers to cause a denial of service (memory corruption) via a crafted SVQ1 stream, related to ""dimensions changed.""","Improper Restriction of Operations within the Bounds of a Memory Buffer","6e24b9488e67849a28e64a8056e05f83cf439229"
"CVE-2012-0853","FFmpeg_FFmpeg","2012/01/19","CWE-20","[('CWE-20', 'Improper Input Validation')]","1","9af6abdc17deb95c9b1f1d9242ba49b8b5e0b016","The decodeTonalComponents function in the Actrac3 codec (atrac3.c) in libavcodec in FFmpeg 0.7.x before 0.7.12, and 0.8.x before 0.8.11; and in Libav 0.5.x before 0.5.9, 0.6.x before 0.6.6, 0.7.x before 0.7.5, and 0.8.x before 0.8.1 allows remote attackers to cause a denial of service (infinite loop and crash) and possibly execute arbitrary code via a large component count in an Atrac 3 file.","Improper Input Validation","9af6abdc17deb95c9b1f1d9242ba49b8b5e0b016"
"CVE-2012-2777","FFmpeg_FFmpeg","2012/05/19","NVD-CWE-noinfo","[('NVD-CWE-noinfo', 'Insufficient Information')]","1","25715064c2ef4978672a91f8c856f3e8809a7c45","Unspecified vulnerability in the decode_pic function in libavcodec/cavsdec.c in FFmpeg before 0.11, and Libav 0.7.x before 0.7.7 and 0.8.x before 0.8.4, has unknown impact and attack vectors, related to ""width/height changing in CAVS,"" a different vulnerability than CVE-2012-2784.","Insufficient Information","25715064c2ef4978672a91f8c856f3e8809a7c45"
"CVE-2012-2779","FFmpeg_FFmpeg","2012/05/19","NVD-CWE-noinfo","[('NVD-CWE-noinfo', 'Insufficient Information')]","1","229e4c133287955d5f3f837520a3602709b21950","Unspecified vulnerability in the decode_frame function in libavcodec/indeo5.c in FFmpeg before 0.11, and Libav 0.7.x before 0.7.7 and 0.8.x before 0.8.4, has unknown impact and attack vectors, related to an invalid ""gop header"" and decoding in a ""half initialized context.""","Insufficient Information","229e4c133287955d5f3f837520a3602709b21950"
"CVE-2012-2786","FFmpeg_FFmpeg","2012/05/19","NVD-CWE-noinfo","[('NVD-CWE-noinfo', 'Insufficient Information')]","1","d1c95d2ce39560e251fdb14f4af91b04fd7b845c","Unspecified vulnerability in the decode_wdlt function in libavcodec/dfa.c in FFmpeg before 0.11, and Libav 0.7.x before 0.7.7 and 0.8.x before 0.8.4, has unknown impact and attack vectors, related to an ""out of array write.""","Insufficient Information","d1c95d2ce39560e251fdb14f4af91b04fd7b845c"
"CVE-2012-2787","FFmpeg_FFmpeg","2012/05/19","NVD-CWE-noinfo","[('NVD-CWE-noinfo', 'Insufficient Information')]","1","01bf2ad7351fdaa2e21b6bdf963d22d6ffccb920","Unspecified vulnerability in the decode_frame function in libavcodec/indeo4.c in FFmpeg before 0.11 and Libav 0.8.x before 0.8.4 has unknown impact and attack vectors, related to the ""setup width/height.""","Insufficient Information","01bf2ad7351fdaa2e21b6bdf963d22d6ffccb920"
"CVE-2013-0894","FFmpeg_FFmpeg","2013/01/07","CWE-120","[('CWE-120', ""Buffer Copy without Checking Size of Input ('Classic Buffer Overflow')"")]","1","2c16bf2de07c68513072bf3cc96401d2c6291a3e","Buffer overflow in the vorbis_parse_setup_hdr_floors function in the Vorbis decoder in vorbisdec.c in libavcodec in FFmpeg through 1.1.3, as used in Google Chrome before 25.0.1364.97 on Windows and Linux and before 25.0.1364.99 on Mac OS X and other products, allows remote attackers to cause a denial of service (divide-by-zero error or out-of-bounds array access) or possibly have unspecified other impact via vectors involving a zero value for a bark map size.","Buffer Copy without Checking Size of Input ('Classic Buffer Overflow')","2c16bf2de07c68513072bf3cc96401d2c6291a3e"
"CVE-2013-0853","FFmpeg_FFmpeg","2013/01/07","CWE-189","[('CWE-189', 'Numeric Errors')]","1","be818df547c3b0ae4fadb50fd210139a8636706a","The wavpack_decode_frame function in libavcodec/wavpack.c in FFmpeg before 1.1 allows remote attackers to have an unspecified impact via crafted WavPack data, which triggers an out-of-bounds array access, possibly due to an off-by-one error.","Numeric Errors","be818df547c3b0ae4fadb50fd210139a8636706a"
"CVE-2013-2277","FFmpeg_FFmpeg","2013/02/26","NVD-CWE-Other","[('NVD-CWE-Other', 'Other')]","1","bdeb61ccc67911cfc5e20c7cfb1312d0501ca90a","The ff_h264_decode_seq_parameter_set function in h264_ps.c in libavcodec in FFmpeg before 1.1.3 does not validate the relationship between luma depth and chroma depth, which allows remote attackers to cause a denial of service (out-of-bounds array access and application crash) or possibly have unspecified other impact via crafted H.264 data.","Other","bdeb61ccc67911cfc5e20c7cfb1312d0501ca90a"
"CVE-2013-2496","FFmpeg_FFmpeg","2013/03/07","CWE-119","[('CWE-119', 'Improper Restriction of Operations within the Bounds of a Memory Buffer')]","1","e398990eb87785e20e065cd3f14d1dbb69df4392","The msrle_decode_8_16_24_32 function in msrledec.c in libavcodec in FFmpeg through 1.1.3 does not properly determine certain end pointers, which allows remote attackers to cause a denial of service (out-of-bounds array access and application crash) or possibly have unspecified other impact via crafted Microsoft RLE data.","Improper Restriction of Operations within the Bounds of a Memory Buffer","e398990eb87785e20e065cd3f14d1dbb69df4392"
"CVE-2014-8546","FFmpeg_FFmpeg","2014/10/30","CWE-189","[('CWE-189', 'Numeric Errors')]","1","e7e5114c506957f40aafd794e06de1a7e341e9d5","Integer underflow in libavcodec/cinepak.c in FFmpeg before 2.4.2 allows remote attackers to cause a denial of service (out-of-bounds access) or possibly have unspecified other impact via crafted Cinepak video data.","Numeric Errors","e7e5114c506957f40aafd794e06de1a7e341e9d5"
"CVE-2015-6761","FFmpeg_FFmpeg","2015/08/31","CWE-362","[('CWE-362', ""Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition')"")]","1","dabea74d0e82ea80cd344f630497cafcb3ef872c","The update_dimensions function in libavcodec/vp8.c in FFmpeg through 2.8.1, as used in Google Chrome before 46.0.2490.71 and other products, relies on a coefficient-partition count during multi-threaded operation, which allows remote attackers to cause a denial of service (race condition and memory corruption) or possibly have unspecified other impact via a crafted WebM file.","Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition')","dabea74d0e82ea80cd344f630497cafcb3ef872c"
"CVE-2015-8363","FFmpeg_FFmpeg","2015/11/26","CWE-119","[('CWE-119', 'Improper Restriction of Operations within the Bounds of a Memory Buffer')]","1","44a7f17d0b20e6f8d836b2957e3e357b639f19a2","The jpeg2000_read_main_headers function in libavcodec/jpeg2000dec.c in FFmpeg before 2.6.5, 2.7.x before 2.7.3, and 2.8.x through 2.8.2 does not enforce uniqueness of the SIZ marker in a JPEG 2000 image, which allows remote attackers to cause a denial of service (out-of-bounds heap-memory access) or possibly have unspecified other impact via a crafted image with two or more of these markers.","Improper Restriction of Operations within the Bounds of a Memory Buffer","44a7f17d0b20e6f8d836b2957e3e357b639f19a2"
"CVE-2016-2329","FFmpeg_FFmpeg","2016/02/11","CWE-119","[('CWE-119', 'Improper Restriction of Operations within the Bounds of a Memory Buffer')]","1","89f464e9c229006e16f6bb5403c5529fdd0a9edd","libavcodec/tiff.c in FFmpeg before 2.8.6 does not properly validate RowsPerStrip values and YCbCr chrominance subsampling factors, which allows remote attackers to cause a denial of service (out-of-bounds array access) or possibly have unspecified other impact via a crafted TIFF file, related to the tiff_decode_tag and decode_frame functions.","Improper Restriction of Operations within the Bounds of a Memory Buffer","89f464e9c229006e16f6bb5403c5529fdd0a9edd"
"CVE-2016-2330","FFmpeg_FFmpeg","2016/02/11","CWE-119","[('CWE-119', 'Improper Restriction of Operations within the Bounds of a Memory Buffer')]","1","03d83ba34b2070878909eae18dfac0f519503777","libavcodec/gif.c in FFmpeg before 2.8.6 does not properly calculate a buffer size, which allows remote attackers to cause a denial of service (out-of-bounds array access) or possibly have unspecified other impact via a crafted .tga file, related to the gif_image_write_image, gif_encode_init, and gif_encode_close functions.","Improper Restriction of Operations within the Bounds of a Memory Buffer","03d83ba34b2070878909eae18dfac0f519503777"
"CVE-2018-9841","FFmpeg_FFmpeg","2018/04/07","CWE-125","[('CWE-125', 'Out-of-bounds Read')]","1","35eeff30caf34df835206f1c12bcf4b7c2bd6758","The export function in libavfilter/vf_signature.c in FFmpeg through 3.4.2 allows remote attackers to cause a denial of service (out-of-array access) or possibly have unspecified other impact via a long filename.","Out-of-bounds Read","35eeff30caf34df835206f1c12bcf4b7c2bd6758"
"CVE-2014-2064","jenkinsci_jenkins","2014/02/19","CWE-200","[('CWE-200', 'Exposure of Sensitive Information to an Unauthorized Actor')]","1","fbf96734470caba9364f04e0b77b0bae7293a1ec","The loadUserByUsername function in hudson/security/HudsonPrivateSecurityRealm.java in Jenkins before 1.551 and LTS before 1.532.2 allows remote attackers to determine whether a user exists via vectors related to failed login attempts.","Exposure of Sensitive Information to an Unauthorized Actor","fbf96734470caba9364f04e0b77b0bae7293a1ec"
"CVE-2014-2067","jenkinsci_jenkins","2014/02/19","CWE-79","[('CWE-79', ""Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')"")]","1","5d57c855f3147bfc5e7fda9252317b428a700014","Cross-site scripting (XSS) vulnerability in java/hudson/model/Cause.java in Jenkins before 1.551 and LTS before 1.532.2 allows remote authenticated users to inject arbitrary web script or HTML via a ""remote cause note.""","Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')","5d57c855f3147bfc5e7fda9252317b428a700014"
"CVE-2017-2601","jenkinsci_jenkins","2016/12/01","CWE-79","[('CWE-79', ""Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')"")]","1","fd2e081b947124c90bcd97bfc55e1a7f2ef41a74","Jenkins before versions 2.44, 2.32.2 is vulnerable to a persisted cross-site scripting in parameter names and descriptions (SECURITY-353). Users with the permission to configure jobs were able to inject JavaScript into parameter names and descriptions.","Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')","fd2e081b947124c90bcd97bfc55e1a7f2ef41a74"
"CVE-2017-2608","jenkinsci_jenkins","2016/12/01","CWE-502","[('CWE-502', 'Deserialization of Untrusted Data')]","1","a814154695e23dc37542af7d40cacc129cf70722","Jenkins before versions 2.44, 2.32.2 is vulnerable to a remote code execution vulnerability involving the deserialization of various types in javax.imageio in XStream-based APIs (SECURITY-383).","Deserialization of Untrusted Data","a814154695e23dc37542af7d40cacc129cf70722"
"CVE-2017-2613","jenkinsci_jenkins","2016/12/01","CWE-352","[('CWE-352', 'Cross-Site Request Forgery (CSRF)'), ('CWE-770', 'Allocation of Resources Without Limits or Throttling')]","1","b88b20ec473200db35d0a0d29dcf192069106601","jenkins before versions 2.44, 2.32.2 is vulnerable to a user creation CSRF using GET by admins. While this user record was only retained until restart in most cases, administrators' web browsers could be manipulated to create a large number of user records (SECURITY-406).","Cross-Site Request Forgery (CSRF)","b88b20ec473200db35d0a0d29dcf192069106601"
"CVE-2018-1000193","jenkinsci_jenkins","2018/06/05","CWE-74","[('CWE-74', ""Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection')"")]","1","de7aaab441151fb1760855fec83681c6a8756a45","A improper neutralization of control sequences vulnerability exists in Jenkins 2.120 and older, LTS 2.107.2 and older in HudsonPrivateSecurityRealm.java that allows users to sign up using user names containing control characters that can then appear to have the same name as other users, and cannot be deleted via the UI.","Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection')","de7aaab441151fb1760855fec83681c6a8756a45"
"CVE-2019-15292","torvalds_linux","2019/08/21","CWE-416","[('CWE-416', 'Use After Free')]","1","6377f787aeb945cae7abbb6474798de129e1f3ac","An issue was discovered in the Linux kernel before 5.0.9. There is a use-after-free in atalk_proc_exit, related to net/appletalk/atalk_proc.c, net/appletalk/ddp.c, and net/appletalk/sysctl_net_atalk.c.","Use After Free","6377f787aeb945cae7abbb6474798de129e1f3ac"
"CVE-2019-18282","torvalds_linux","2019/10/23","CWE-330","[('CWE-330', 'Use of Insufficiently Random Values')]","1","55667441c84fa5e0911a0aac44fb059c15ba6da2","The flow_dissector feature in the Linux kernel 4.3 through 5.x before 5.3.10 has a device tracking vulnerability, aka CID-55667441c84f. This occurs because the auto flowlabel of a UDP IPv6 packet relies on a 32-bit hashrnd value as a secret, and because jhash (instead of siphash) is used. The hashrnd value remains the same starting from boot time, and can be inferred by an attacker. This affects net/core/flow_dissector.c and related code.","Use of Insufficiently Random Values","55667441c84fa5e0911a0aac44fb059c15ba6da2"
"CVE-2019-19537","torvalds_linux","2019/12/03","CWE-362","[('CWE-362', ""Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition')"")]","1","303911cfc5b95d33687d9046133ff184cf5043ff","In the Linux kernel before 5.2.10, there is a race condition bug that can be caused by a malicious USB device in the USB character device driver layer, aka CID-303911cfc5b9. This affects drivers/usb/core/file.c.","Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition')","303911cfc5b95d33687d9046133ff184cf5043ff"
"CVE-2020-12768","torvalds_linux","2020/05/09","CWE-401","[('CWE-401', 'Missing Release of Memory after Effective Lifetime')]","1","d80b64ff297e40c2b6f7d7abc1b3eba70d22a068","** DISPUTED ** An issue was discovered in the Linux kernel before 5.6. svm_cpu_uninit in arch/x86/kvm/svm.c has a memory leak, aka CID-d80b64ff297e. NOTE: third parties dispute this issue because it's a one-time leak at the boot, the size is negligible, and it can't be triggered at will.","Missing Release of Memory after Effective Lifetime","d80b64ff297e40c2b6f7d7abc1b3eba70d22a068"
"CVE-2020-13974","torvalds_linux","2020/06/09","CWE-190","[('CWE-190', 'Integer Overflow or Wraparound')]","1","b86dab054059b970111b5516ae548efaae5b3aae","An issue was discovered in the Linux kernel 4.4 through 5.7.1. drivers/tty/vt/keyboard.c has an integer overflow if k_ascii is called several times in a row, aka CID-b86dab054059. NOTE: Members in the community argue that the integer overflow does not lead to a security issue in this case.","Integer Overflow or Wraparound","b86dab054059b970111b5516ae548efaae5b3aae"
"CVE-2020-24394","torvalds_linux","2020/08/19","CWE-732","[('CWE-732', 'Incorrect Permission Assignment for Critical Resource')]","1","22cf8419f1319ff87ec759d0ebdff4cbafaee832","In the Linux kernel before 5.7.8, fs/nfsd/vfs.c (in the NFS server) can set incorrect permissions on new filesystem objects when the filesystem lacks ACL support, aka CID-22cf8419f131. This occurs because the current umask is not considered.","Incorrect Permission Assignment for Critical Resource","22cf8419f1319ff87ec759d0ebdff4cbafaee832"
"CVE-2020-25641","torvalds_linux","2020/09/16","CWE-835","[('CWE-835', ""Loop with Unreachable Exit Condition ('Infinite Loop')"")]","1","7e24969022cbd61ddc586f14824fc205661bb124","A flaw was found in the Linux kernel's implementation of biovecs in versions before 5.9-rc7. A zero-length biovec request issued by the block subsystem could cause the kernel to enter an infinite loop, causing a denial of service. This flaw allows a local attacker with basic privileges to issue requests to a block device, resulting in a denial of service. The highest threat from this vulnerability is to system availability.","Loop with Unreachable Exit Condition ('Infinite Loop')","7e24969022cbd61ddc586f14824fc205661bb124"
"CVE-2020-27777","torvalds_linux","2020/10/27","CWE-862","[('CWE-862', 'Missing Authorization')]","1","bd59380c5ba4147dcbaad3e582b55ccfd120b764","A flaw was found in the way RTAS handled memory accesses in userspace to kernel communication. On a locked down (usually due to Secure Boot) guest system running on top of PowerVM or KVM hypervisors (pseries platform) a root like local user could use this flaw to further increase their privileges to that of a running kernel.","Missing Authorization","bd59380c5ba4147dcbaad3e582b55ccfd120b764"
"CVE-2020-29368","torvalds_linux","2020/11/28","CWE-362","[('CWE-362', ""Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition')"")]","1","c444eb564fb16645c172d550359cb3d75fe8a040","An issue was discovered in __split_huge_pmd in mm/huge_memory.c in the Linux kernel before 5.7.5. The copy-on-write implementation can grant unintended write access because of a race condition in a THP mapcount check, aka CID-c444eb564fb1.","Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition')","c444eb564fb16645c172d550359cb3d75fe8a040"
"CVE-2014-0214","moodle_moodle","2013/12/03","CWE-287","[('CWE-287', 'Improper Authentication')]","1","679e323aaab2a968b8e87862e1658814645db525","login/token.php in Moodle through 2.3.11, 2.4.x before 2.4.10, 2.5.x before 2.5.6, and 2.6.x before 2.6.3 creates a MoodleMobile web-service token with an infinite lifetime, which makes it easier for remote attackers to hijack sessions via a brute-force attack.","Improper Authentication","679e323aaab2a968b8e87862e1658814645db525"
"CVE-2014-3547","moodle_moodle","2014/05/14","CWE-79","[('CWE-79', ""Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')"")]","1","ea76b652fc4f3600403a61e54f198cc8570a4234","Multiple cross-site scripting (XSS) vulnerabilities in badges/renderer.php in Moodle 2.5.x before 2.5.7, 2.6.x before 2.6.4, and 2.7.x before 2.7.1 allow remote attackers to inject arbitrary web script or HTML via an external badge.","Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')","ea76b652fc4f3600403a61e54f198cc8570a4234"
"CVE-2014-3617","moodle_moodle","2014/05/14","CWE-264","[('CWE-264', 'Permissions, Privileges, and Access Controls')]","1","8f2e80600bf0fc220b92706907fb3d683602e5c2","The forum_print_latest_discussions function in mod/forum/lib.php in Moodle through 2.4.11, 2.5.x before 2.5.8, 2.6.x before 2.6.5, and 2.7.x before 2.7.2 allows remote authenticated users to bypass the individual answer-posting requirement without the mod/forum:viewqandawithoutposting capability, and discover an author's username, by leveraging the student role and visiting a Q&A forum.","Permissions, Privileges, and Access Controls","8f2e80600bf0fc220b92706907fb3d683602e5c2"
"CVE-2015-0213","moodle_moodle","2014/11/18","CWE-352","[('CWE-352', 'Cross-Site Request Forgery (CSRF)')]","1","c84888c1ccb25450cbf54e21b1127776aaa3f367","Multiple cross-site request forgery (CSRF) vulnerabilities in (1) editcategories.html and (2) editcategories.php in the Glossary module in Moodle through 2.5.9, 2.6.x before 2.6.7, 2.7.x before 2.7.4, and 2.8.x before 2.8.2 allow remote attackers to hijack the authentication of unspecified victims.","Cross-Site Request Forgery (CSRF)","c84888c1ccb25450cbf54e21b1127776aaa3f367"
"CVE-2016-2151","moodle_moodle","2016/01/29","CWE-200","[('CWE-200', 'Exposure of Sensitive Information to an Unauthorized Actor')]","1","8e24a54e526c149469bd77c910876c4489e87841","user/index.php in Moodle through 2.6.11, 2.7.x before 2.7.13, 2.8.x before 2.8.11, 2.9.x before 2.9.5, and 3.0.x before 3.0.3 grants excessive authorization on the basis of the moodle/course:viewhiddenuserfields capability, which allows remote authenticated users to discover student e-mail addresses by leveraging the teacher role and reading a Participants list.","Exposure of Sensitive Information to an Unauthorized Actor","8e24a54e526c149469bd77c910876c4489e87841"
"CVE-2016-3734","moodle_moodle","2016/03/30","CWE-352","[('CWE-352', 'Cross-Site Request Forgery (CSRF)')]","1","e90e0ea5700ee9b016034b74ed7f41787109d1a2","Cross-site request forgery (CSRF) vulnerability in markposts.php in Moodle 3.0 through 3.0.3, 2.9 through 2.9.5, 2.8 through 2.8.11, 2.7 through 2.7.13 and earlier allows remote attackers to hijack the authentication of users for requests that marks forum posts as read.","Cross-Site Request Forgery (CSRF)","e90e0ea5700ee9b016034b74ed7f41787109d1a2"
"CVE-2015-0208","openssl_openssl","2014/11/18","NVD-CWE-Other","[('NVD-CWE-Other', 'Other')]","1","09f06923e636019c39c807cb59c481375e720556","The ASN.1 signature-verification implementation in the rsa_item_verify function in crypto/rsa/rsa_ameth.c in OpenSSL 1.0.2 before 1.0.2a allows remote attackers to cause a denial of service (NULL pointer dereference and application crash) via crafted RSA PSS parameters to an endpoint that uses the certificate-verification feature.","Other","09f06923e636019c39c807cb59c481375e720556"
"CVE-2016-0701","openssl_openssl","2015/12/16","CWE-200","[('CWE-200', 'Exposure of Sensitive Information to an Unauthorized Actor')]","1","b128abc3437600c3143cb2145185ab87ba3156a2","The DH_check_pub_key function in crypto/dh/dh_check.c in OpenSSL 1.0.2 before 1.0.2f does not ensure that prime numbers are appropriate for Diffie-Hellman (DH) key exchange, which makes it easier for remote attackers to discover a private DH exponent by making multiple handshakes with a peer that chose an inappropriate number, as demonstrated by a number in an X9.42 file.","Exposure of Sensitive Information to an Unauthorized Actor","b128abc3437600c3143cb2145185ab87ba3156a2"
"CVE-2016-2842","openssl_openssl","2016/03/03","CWE-119","[('CWE-119', 'Improper Restriction of Operations within the Bounds of a Memory Buffer')]","1","9cb177301fdab492e4cfef376b28339afe3ef663","The doapr_outch function in crypto/bio/b_print.c in OpenSSL 1.0.1 before 1.0.1s and 1.0.2 before 1.0.2g does not verify that a certain memory allocation succeeds, which allows remote attackers to cause a denial of service (out-of-bounds write or memory consumption) or possibly have unspecified other impact via a long string, as demonstrated by a large amount of ASN.1 data, a different vulnerability than CVE-2016-0799.","Improper Restriction of Operations within the Bounds of a Memory Buffer","9cb177301fdab492e4cfef376b28339afe3ef663"
"CVE-2016-2106","openssl_openssl","2016/01/29","CWE-189","[('CWE-189', 'Numeric Errors')]","1","3f3582139fbb259a1c3cbb0a25236500a409bf26","Integer overflow in the EVP_EncryptUpdate function in crypto/evp/evp_enc.c in OpenSSL before 1.0.1t and 1.0.2 before 1.0.2h allows remote attackers to cause a denial of service (heap memory corruption) via a large amount of data.","Numeric Errors","3f3582139fbb259a1c3cbb0a25236500a409bf26"
"CVE-2016-2107","openssl_openssl","2016/01/29","CWE-200","[('CWE-200', 'Exposure of Sensitive Information to an Unauthorized Actor'), ('CWE-310', 'Cryptographic Issues')]","1","70428eada9bc4cf31424d723d1f992baffeb0dfb","The AES-NI implementation in OpenSSL before 1.0.1t and 1.0.2 before 1.0.2h does not consider memory allocation during a certain padding check, which allows remote attackers to obtain sensitive cleartext information via a padding-oracle attack against an AES CBC session. NOTE: this vulnerability exists because of an incorrect fix for CVE-2013-0169.","Exposure of Sensitive Information to an Unauthorized Actor","70428eada9bc4cf31424d723d1f992baffeb0dfb"
"CVE-2017-3738","openssl_openssl","2016/12/16","CWE-200","[('CWE-200', 'Exposure of Sensitive Information to an Unauthorized Actor')]","1","5630661aecbea5fe3c4740f5fea744a1f07a6253","There is an overflow bug in the AVX2 Montgomery multiplication procedure used in exponentiation with 1024-bit moduli. No EC algorithms are affected. Analysis suggests that attacks against RSA and DSA as a result of this defect would be very difficult to perform and are not believed likely. Attacks against DH1024 are considered just feasible, because most of the work necessary to deduce information about a private key may be performed offline. The amount of resources required for such an attack would be significant. However, for an attack on TLS to be meaningful, the server would have to share the DH1024 private key among multiple clients, which is no longer an option since CVE-2016-0701. This only affects processors that support the AVX2 but not ADX extensions like Intel Haswell (4th generation). Note: The impact from this issue is similar to CVE-2017-3736, CVE-2017-3732 and CVE-2015-3193. OpenSSL version 1.0.2-1.0.2m and 1.1.0-1.1.0g are affected. Fixed in OpenSSL 1.0.2n. Due to the low severity of this issue we are not issuing a new release of OpenSSL 1.1.0 at this time. The fix will be included in OpenSSL 1.1.0h when it becomes available. The fix is also available in commit e502cc86d in the OpenSSL git repository.","Exposure of Sensitive Information to an Unauthorized Actor","5630661aecbea5fe3c4740f5fea744a1f07a6253"
"CVE-2019-1549","openssl_openssl","2018/11/28","CWE-330","[('CWE-330', 'Use of Insufficiently Random Values')]","1","849529257c9979c7ca0d28e8b80a47bc4a36d4f2","OpenSSL 1.1.1 introduced a rewritten random number generator (RNG). This was intended to include protection in the event of a fork() system call in order to ensure that the parent and child processes did not share the same RNG state. However this protection was not being used in the default case. A partial mitigation for this issue is that the output from a high precision timer is mixed into the RNG state so the likelihood of a parent and child process sharing state is significantly reduced. If an application already calls OPENSSL_init_crypto() explicitly using OPENSSL_INIT_ATFORK then this problem does not occur at all. Fixed in OpenSSL 1.1.1d (Affected 1.1.1-1.1.1c).","Use of Insufficiently Random Values","849529257c9979c7ca0d28e8b80a47bc4a36d4f2"
"CVE-2020-1971","openssl_openssl","2019/12/03","CWE-476","[('CWE-476', 'NULL Pointer Dereference')]","1","b33c48b75aaf33c93aeda42d7138616b9e6a64cb","The X.509 GeneralName type is a generic type for representing different types of names. One of those name types is known as EDIPartyName. OpenSSL provides a function GENERAL_NAME_cmp which compares different instances of a GENERAL_NAME to see if they are equal or not. This function behaves incorrectly when both GENERAL_NAMEs contain an EDIPARTYNAME. A NULL pointer dereference and a crash may occur leading to a possible denial of service attack. OpenSSL itself uses the GENERAL_NAME_cmp function for two purposes: 1) Comparing CRL distribution point names between an available CRL and a CRL distribution point embedded in an X509 certificate 2) When verifying that a timestamp response token signer matches the timestamp authority name (exposed via the API functions TS_RESP_verify_response and TS_RESP_verify_token) If an attacker can control both items being compared then that attacker could trigger a crash. For example if the attacker can trick a client or server into checking a malicious certificate against a malicious CRL then this may occur. Note that some applications automatically download CRLs based on a URL embedded in a certificate. This checking happens prior to the signatures on the certificate and CRL being verified. OpenSSL's s_server, s_client and verify tools have support for the ""-crl_download"" option which implements automatic CRL downloading and this attack has been demonstrated to work against those tools. Note that an unrelated bug means that affected versions of OpenSSL cannot parse or construct correct encodings of EDIPARTYNAME. However it is possible to construct a malformed EDIPARTYNAME that OpenSSL's parser will accept and hence trigger this attack. All OpenSSL 1.1.1 and 1.0.2 versions are affected by this issue. Other OpenSSL releases are out of support and have not been checked. Fixed in OpenSSL 1.1.1i (Affected 1.1.1-1.1.1h). Fixed in OpenSSL 1.0.2x (Affected 1.0.2-1.0.2w).","NULL Pointer Dereference","b33c48b75aaf33c93aeda42d7138616b9e6a64cb"
